Game,Winner,Moves,FinalScore
95,W,61,"FinalCount => B:12, W:13"
96,B,56,"FinalCount => B:14, W:11"
97,B,66,"FinalCount => B:15, W:10"
98,B,56,"FinalCount => B:14, W:11"
99,B,65,"FinalCount => B:15, W:10"
100,W,50,"FinalCount => B:12, W:13"
101,B,68,"FinalCount => B:13, W:12"
102,B,66,"FinalCount => B:15, W:10"
103,W,60,"FinalCount => B:12, W:13"
104,B,49,"FinalCount => B:14, W:11"
105,B,49,"FinalCount => B:14, W:11"
106,B,51,"FinalCount => B:13, W:12"
107,B,66,"FinalCount => B:15, W:10"
108,B,66,"FinalCount => B:15, W:10"
109,B,66,"FinalCount => B:15, W:10"
110,W,60,"FinalCount => B:12, W:13"
111,B,56,"FinalCount => B:14, W:11"
112,W,60,"FinalCount => B:12, W:13"
113,B,49,"FinalCount => B:14, W:11"
114,B,56,"FinalCount => B:14, W:11"
115,B,71,"FinalCount => B:15, W:10"
116,B,51,"FinalCount => B:13, W:12"
117,B,65,"FinalCount => B:15, W:10"
118,W,60,"FinalCount => B:12, W:13"
119,B,65,"FinalCount => B:16, W:9"
120,B,71,"FinalCount => B:15, W:10"
121,W,60,"FinalCount => B:12, W:13"
122,B,65,"FinalCount => B:16, W:9"
123,B,68,"FinalCount => B:13, W:12"
124,B,56,"FinalCount => B:14, W:11"
125,B,52,"FinalCount => B:13, W:12"
126,B,65,"FinalCount => B:15, W:10"
127,W,60,"FinalCount => B:12, W:13"
128,B,65,"FinalCount => B:15, W:10"
129,W,60,"FinalCount => B:12, W:13"
130,W,60,"FinalCount => B:12, W:13"
131,B,66,"FinalCount => B:15, W:10"
132,B,49,"FinalCount => B:14, W:11"
133,B,66,"FinalCount => B:15, W:10"
134,B,49,"FinalCount => B:14, W:11"
135,B,65,"FinalCount => B:15, W:10"
136,B,56,"FinalCount => B:14, W:11"
137,B,71,"FinalCount => B:15, W:10"
138,B,51,"FinalCount => B:13, W:12"
139,W,65,"FinalCount => B:9, W:16"
140,W,60,"FinalCount => B:12, W:13"
141,B,61,"FinalCount => B:14, W:11"
142,B,65,"FinalCount => B:16, W:9"
