Game,Winner,Moves,FinalScore
622,W,118,"FinalCount => B:12, W:13"
623,W,110,"FinalCount => B:11, W:13"
624,W,120,"FinalCount => B:10, W:14"
625,B,126,"FinalCount => B:13, W:12"
626,W,106,"FinalCount => B:12, W:12"
627,B,111,"FinalCount => B:14, W:11"
628,W,122,"FinalCount => B:12, W:13"
629,W,104,"FinalCount => B:10, W:12"
630,B,111,"FinalCount => B:14, W:11"
631,B,94,"FinalCount => B:14, W:10"
632,W,120,"FinalCount => B:10, W:14"
633,W,92,"FinalCount => B:11, W:12"
634,W,120,"FinalCount => B:10, W:14"
635,B,94,"FinalCount => B:14, W:10"
636,B,111,"FinalCount => B:14, W:11"
637,B,114,"FinalCount => B:14, W:11"
638,B,111,"FinalCount => B:14, W:11"
639,W,114,"FinalCount => B:11, W:13"
640,B,110,"FinalCount => B:12, W:11"
641,W,110,"FinalCount => B:11, W:13"
642,B,102,"FinalCount => B:11, W:10"
643,B,94,"FinalCount => B:14, W:10"
644,B,94,"FinalCount => B:14, W:10"
645,B,122,"FinalCount => B:13, W:12"
646,B,102,"FinalCount => B:12, W:11"
647,B,122,"FinalCount => B:13, W:12"
648,W,120,"FinalCount => B:10, W:14"
649,B,94,"FinalCount => B:14, W:10"
650,W,92,"FinalCount => B:11, W:12"
651,W,124,"FinalCount => B:12, W:13"
652,B,108,"FinalCount => B:13, W:10"
653,B,111,"FinalCount => B:14, W:11"
654,W,120,"FinalCount => B:10, W:14"
655,B,111,"FinalCount => B:14, W:11"
656,W,98,"FinalCount => B:10, W:11"
657,W,110,"FinalCount => B:11, W:13"
658,B,94,"FinalCount => B:14, W:10"
659,B,94,"FinalCount => B:14, W:10"
660,W,120,"FinalCount => B:10, W:14"
661,W,120,"FinalCount => B:10, W:14"
662,W,110,"FinalCount => B:11, W:13"
663,B,94,"FinalCount => B:14, W:10"
664,B,111,"FinalCount => B:14, W:11"
665,W,106,"FinalCount => B:12, W:12"
666,B,94,"FinalCount => B:14, W:10"
667,B,94,"FinalCount => B:14, W:10"
668,B,106,"FinalCount => B:13, W:9"
669,W,120,"FinalCount => B:10, W:14"
670,B,111,"FinalCount => B:14, W:11"
671,W,104,"FinalCount => B:11, W:13"
672,B,94,"FinalCount => B:14, W:10"
673,B,122,"FinalCount => B:13, W:12"
674,B,111,"FinalCount => B:14, W:11"
675,B,102,"FinalCount => B:14, W:7"
676,W,120,"FinalCount => B:10, W:14"
677,B,111,"FinalCount => B:14, W:11"
678,B,111,"FinalCount => B:14, W:11"
679,B,102,"FinalCount => B:12, W:11"
680,B,94,"FinalCount => B:14, W:10"
681,B,94,"FinalCount => B:14, W:10"
682,B,98,"FinalCount => B:12, W:10"
683,B,109,"FinalCount => B:13, W:12"
684,B,102,"FinalCount => B:12, W:11"
685,B,102,"FinalCount => B:12, W:11"
686,W,108,"FinalCount => B:11, W:11"
687,B,122,"FinalCount => B:13, W:12"
688,W,112,"FinalCount => B:11, W:13"
689,B,94,"FinalCount => B:14, W:10"
690,B,94,"FinalCount => B:14, W:10"
691,W,110,"FinalCount => B:11, W:13"
692,W,120,"FinalCount => B:10, W:14"
693,B,111,"FinalCount => B:14, W:11"
694,W,110,"FinalCount => B:11, W:13"
695,B,102,"FinalCount => B:12, W:11"
696,B,94,"FinalCount => B:14, W:10"
697,B,94,"FinalCount => B:14, W:10"
698,B,102,"FinalCount => B:12, W:11"
699,B,111,"FinalCount => B:14, W:11"
700,W,104,"FinalCount => B:10, W:13"
701,W,106,"FinalCount => B:12, W:12"
702,W,98,"FinalCount => B:10, W:11"
703,W,92,"FinalCount => B:11, W:12"
704,B,94,"FinalCount => B:14, W:10"
705,B,122,"FinalCount => B:13, W:12"
706,B,102,"FinalCount => B:12, W:11"
707,W,98,"FinalCount => B:10, W:11"
708,W,98,"FinalCount => B:10, W:11"
709,B,94,"FinalCount => B:14, W:10"
710,W,120,"FinalCount => B:10, W:14"
711,B,111,"FinalCount => B:14, W:11"
712,B,94,"FinalCount => B:13, W:11"
713,B,114,"FinalCount => B:13, W:10"
714,W,122,"FinalCount => B:12, W:12"
715,B,102,"FinalCount => B:12, W:11"
716,W,120,"FinalCount => B:10, W:14"
717,W,106,"FinalCount => B:11, W:12"
718,W,110,"FinalCount => B:12, W:13"
719,B,102,"FinalCount => B:12, W:11"
720,B,94,"FinalCount => B:14, W:10"
721,B,94,"FinalCount => B:14, W:10"
722,B,102,"FinalCount => B:12, W:11"
723,B,94,"FinalCount => B:14, W:10"
724,W,120,"FinalCount => B:10, W:14"
725,B,114,"FinalCount => B:13, W:12"
726,B,94,"FinalCount => B:14, W:10"
727,W,110,"FinalCount => B:11, W:13"
728,B,111,"FinalCount => B:14, W:11"
729,B,114,"FinalCount => B:13, W:12"
730,B,106,"FinalCount => B:13, W:11"
731,B,94,"FinalCount => B:14, W:10"
732,B,94,"FinalCount => B:13, W:12"
733,W,110,"FinalCount => B:11, W:13"
734,B,131,"FinalCount => B:13, W:12"
735,B,102,"FinalCount => B:12, W:11"
736,B,111,"FinalCount => B:14, W:11"
737,B,120,"FinalCount => B:14, W:11"
738,B,94,"FinalCount => B:14, W:10"
739,B,94,"FinalCount => B:14, W:10"
740,B,114,"FinalCount => B:13, W:12"
741,B,102,"FinalCount => B:12, W:11"
742,W,106,"FinalCount => B:12, W:12"
743,B,110,"FinalCount => B:15, W:10"
744,W,120,"FinalCount => B:10, W:14"
745,B,70,"FinalCount => B:10, W:7"
746,B,94,"FinalCount => B:13, W:11"
747,B,102,"FinalCount => B:12, W:11"
748,W,110,"FinalCount => B:11, W:13"
749,W,104,"FinalCount => B:8, W:14"
750,B,111,"FinalCount => B:14, W:11"
751,W,104,"FinalCount => B:8, W:14"
752,B,122,"FinalCount => B:13, W:11"
753,W,120,"FinalCount => B:10, W:14"
754,B,94,"FinalCount => B:14, W:10"
755,B,94,"FinalCount => B:14, W:10"
756,B,94,"FinalCount => B:14, W:10"
757,B,112,"FinalCount => B:14, W:11"
758,W,120,"FinalCount => B:10, W:14"
759,W,120,"FinalCount => B:10, W:14"
760,W,114,"FinalCount => B:11, W:14"
761,B,111,"FinalCount => B:14, W:11"
762,B,102,"FinalCount => B:14, W:7"
763,B,94,"FinalCount => B:14, W:10"
764,W,110,"FinalCount => B:12, W:13"
765,W,120,"FinalCount => B:10, W:14"
766,B,111,"FinalCount => B:14, W:11"
767,B,94,"FinalCount => B:14, W:10"
768,B,111,"FinalCount => B:14, W:11"
769,B,102,"FinalCount => B:12, W:11"
770,B,111,"FinalCount => B:14, W:11"
771,B,94,"FinalCount => B:14, W:10"
772,B,111,"FinalCount => B:14, W:11"
773,B,111,"FinalCount => B:14, W:11"
774,W,122,"FinalCount => B:12, W:13"
775,B,111,"FinalCount => B:14, W:11"
776,B,102,"FinalCount => B:12, W:11"
777,B,94,"FinalCount => B:13, W:11"
778,B,102,"FinalCount => B:12, W:11"
779,W,108,"FinalCount => B:11, W:13"
780,B,94,"FinalCount => B:14, W:10"
781,B,76,"FinalCount => B:11, W:8"
782,W,120,"FinalCount => B:10, W:14"
783,B,94,"FinalCount => B:14, W:10"
784,W,110,"FinalCount => B:11, W:13"
785,W,120,"FinalCount => B:10, W:14"
786,W,110,"FinalCount => B:12, W:13"
787,B,114,"FinalCount => B:13, W:10"
788,B,94,"FinalCount => B:14, W:10"
789,B,94,"FinalCount => B:14, W:10"
790,W,110,"FinalCount => B:11, W:13"
791,B,111,"FinalCount => B:14, W:11"
792,B,94,"FinalCount => B:14, W:10"
793,B,106,"FinalCount => B:14, W:11"
794,B,102,"FinalCount => B:12, W:11"
795,W,104,"FinalCount => B:10, W:12"
796,B,94,"FinalCount => B:14, W:10"
797,B,111,"FinalCount => B:14, W:11"
798,B,111,"FinalCount => B:14, W:11"
799,W,110,"FinalCount => B:11, W:13"
800,W,120,"FinalCount => B:10, W:14"
801,B,102,"FinalCount => B:12, W:11"
802,B,94,"FinalCount => B:14, W:10"
803,B,111,"FinalCount => B:14, W:11"
804,B,94,"FinalCount => B:14, W:10"
805,W,84,"FinalCount => B:10, W:11"
806,B,109,"FinalCount => B:14, W:11"
807,B,102,"FinalCount => B:12, W:11"
808,B,94,"FinalCount => B:14, W:10"
809,W,120,"FinalCount => B:10, W:14"
810,W,102,"FinalCount => B:11, W:13"
811,W,118,"FinalCount => B:11, W:13"
812,W,92,"FinalCount => B:11, W:12"
813,B,94,"FinalCount => B:14, W:10"
814,B,94,"FinalCount => B:14, W:10"
815,B,102,"FinalCount => B:12, W:11"
816,B,116,"FinalCount => B:12, W:10"
817,B,111,"FinalCount => B:14, W:11"
818,B,111,"FinalCount => B:14, W:11"
819,W,120,"FinalCount => B:10, W:14"
820,B,94,"FinalCount => B:14, W:10"
821,B,94,"FinalCount => B:14, W:10"
822,B,106,"FinalCount => B:13, W:11"
823,B,94,"FinalCount => B:14, W:10"
824,B,111,"FinalCount => B:14, W:11"
825,B,94,"FinalCount => B:14, W:10"
826,W,110,"FinalCount => B:12, W:13"
827,B,94,"FinalCount => B:13, W:12"
828,W,110,"FinalCount => B:11, W:13"
829,B,94,"FinalCount => B:14, W:10"
830,W,92,"FinalCount => B:9, W:13"
831,W,110,"FinalCount => B:11, W:12"
832,B,94,"FinalCount => B:14, W:10"
833,B,102,"FinalCount => B:12, W:11"
834,B,111,"FinalCount => B:14, W:11"
835,W,112,"FinalCount => B:10, W:13"
836,B,102,"FinalCount => B:12, W:11"
837,B,94,"FinalCount => B:14, W:10"
838,W,110,"FinalCount => B:11, W:13"
839,B,102,"FinalCount => B:12, W:11"
840,B,102,"FinalCount => B:12, W:11"
841,B,102,"FinalCount => B:12, W:11"
842,B,94,"FinalCount => B:13, W:11"
843,B,104,"FinalCount => B:13, W:12"
844,B,111,"FinalCount => B:14, W:11"
845,B,102,"FinalCount => B:12, W:11"
846,B,102,"FinalCount => B:12, W:11"
847,B,114,"FinalCount => B:13, W:12"
848,B,104,"FinalCount => B:13, W:12"
849,W,100,"FinalCount => B:11, W:14"
850,B,94,"FinalCount => B:14, W:10"
851,B,106,"FinalCount => B:13, W:11"
852,B,98,"FinalCount => B:13, W:11"
853,W,120,"FinalCount => B:10, W:14"
854,B,111,"FinalCount => B:14, W:11"
855,W,106,"FinalCount => B:12, W:12"
856,B,102,"FinalCount => B:12, W:11"
857,B,94,"FinalCount => B:14, W:10"
